id,date,tweet,city,retweets,translated_tweet
1343530192443076608,2020-12-28 12:12:14+00:00,cge sir malaman nmin kng anong brand ng vaccine ang ituturok syo hopefully pfizer sa mga pilipino...,Quezon City,7,yes sir we'll find out what brand of vaccine will be used on you hopefully it'll be pfizer for ther filipinos
1342825245388894208,2020-12-26 13:31:01+00:00,m a g i n g    t r a n s p a r e n t   s a a t i n g   e f f o r t   t o  s e c u r e  v a c c i n e swow! pero ang kinuhang vaccine yung pinakamahal pero 50% lang yung efficacy rate 🤦♀️,Quezon City,1,let's be transparent on our effort to secure the vaccines wow! but the vaccine taken is the most expensive but the efficacy rate is only 50%
1368130896583290880,2021-03-06 09:26:39+00:00,nakakaloka usapan ng mga bata dito usapang vaccine and cure. samantalang nung bata ako iniisip ko lang paano lalago yung goma at pogs ko haha,Quezon City,6,i'm shocked that the kids here are talking about vaccine and cure. whereas when I was a kid I was just thinking about how my rubber and pogs would grow haha
1367442169829621760,2021-03-04 11:49:53+00:00,agam agam vs. agham#bakuna #vaccine #covid19,Quezon City,6,doubt versus. science #vaccine #vaccine #covid19
1367131332850065408,2021-03-03 15:14:44+00:00," si mama kc vaccinated na sya ng sinopharm. mandatory kc ung kanila. and so far ok naman dw sakanya. pero kc either pfizer or sinovac man yan, di pdin guarantee na hndi ka na mgkaka covid. kaya if di nman mandatory, ayoko magpa vaccine tlga hahaha. malakas naman ako 💪😂",Quezon City,12,"mama is vaccinated with sinopharm. because theirs is mandatory. and so far she said it's okay for her. but regardless if you get either pfizer or sinovac, it's stil not a guarantee that you won't get covid. so if it's not mandatory, i don't want to be vaccinated. i'm strong anyway"
1367101244230131712,2021-03-03 13:15:10+00:00,omg. safe ba ang vaccine na yun 😔 . bat kasama kami sa head office 🥺,Quezon City,6,omg. Is that vaccine safe? why are we included in the head office 🥺
1367090038828228608,2021-03-03 12:30:39+00:00,sobrang undecided 🤷🏻♀️ haaaay. papa vaccine o hindi?,Quezon City,6,very undecided 🤷🏻♀️ haaaay. will i get the vaccine or not?
1366958754613268480,2021-03-03 03:48:58+00:00,"normal lng nmn n may side effects ang khit anong vaccines. alam n alam yan ng mga magulang kc kada babakunahan ang anak, talaga nmng nilalagnat, medyo ngalay ang braso, etc. ang takot ako eh yung s allergy kc kung saan-saan ako allergy. 😂🤦🏻♀️",Quezon City,6,"it's only normal for vaccines to have side effects. parents know that because every vaccination of their kid, it's to be expected that the kid will have fever, numb arm, etcetera. my fear is regarding allergy because i'm allergic to a lot of things"
1366902572938747904,2021-03-03 00:05:43+00:00,may free mcdo pala pag nagpa vaccine. sana nagpa vaccine pala ko. 🤣,Quezon City,3,apparently there's a free mcdo when you get vaccinated. i wish i had been vaccinated.
1365248824592146432,2021-02-26 10:34:19+00:00,pota hirap ibenta ng sinovac kay juan dela cruz!in the end sila sila na lang papaturok ng sinovac na yan kesa masayang!since donation yan ok lang pero yung pera na inutang nyo for vaccine eh ibili nyo nga high efficacy ha mga inutil!,Quezon City,12,fuck it's so hard to sell sinovac to juan dela cruz! in the end they'll be the ones who'll be vaccinated with it so that the vaccines won't go to waste! since those are donated then tha's okay but as for the money that they borrowed for the vaccine should be used to buy those with high efficacy imbeciles!
1362000751195656192,2021-02-17 11:27:38+00:00,"so ayun, congrats po sa mga beneficiaries ko. kasama po kayo sa unang mababakunahan ng covid vaccine 😂😂",Quezon City,6,"so there, congrats to my beneficiaries. you are among the first to be vaccinated with the covid vaccine 😂😂"
1359805492982239232,2021-02-11 10:04:28+00:00,kasi pfizer unang dadating na vaccine kaya biglang willing magpaturok in public??? 🤡🤡,Quezon City,6,it's because pfizer will be the first one to arrive so he's suddenly willing to be vaccinated in public ???
1359700349196509184,2021-02-11 03:06:39+00:00,hala sana may covid vaccine na para 14 days kami pahinga pero paid ang saya nun 😂,Quezon City,12,i hope there's already a vaccine so that we'll get to have a rest for 14 days but we're paid so that's fun
1358725715512889344,2021-02-08 10:33:49+00:00,wag vaccine. formalin na isaksak diyan gaya ng amo niya.,Quezon City,6,not vaccine. vaccinate him with formalin just like his boss.
1349718798572482560,2021-01-14 14:03:32+00:00,sir alvin sa report n ms.joyce balancio sa tv patrol cnabi ni pres.digong ayaw nya mauna mag paturok ng vaccine uunahin dw yn mga frontliner  mahuli n lng dw cya..dati cnabi n pag may vaccina mauna cya magpp2rok..anyare gus2 nya sa huli n nman cya...laban bawi😂,Quezon City,6,"sir alvin according to the report of ms. joyce balancio in tv patrol, pres. digong said that he didn't want to get vaccinated and that frontliners should be the first ones, he'll just get vaccinated last... he said before that if there's already a vaccine,he'll be the first one to get vaccinated... what happened, now he wants to be the last... he's undecided"
1349046878516572160,2021-01-12 17:33:34+00:00,basta kami 'di po muna kami magpapa vaccine. nako mhirap na po 🙈,Quezon City,6,as long as we don't get vaccinated first. gee it's hard if something bad happens 🙈
1348599901668610048,2021-01-11 11:57:26+00:00,kano kaya kickback ni #duque sa chinese brand vaccine na to?! sa panahon ng pandemic nagagawa pa ng ilan manlaman ng kapwa. my special place to sa imperyo tlaga.,Quezon City,6,"kano kaya kickback ni #duque sa chinese brand vaccine na to ?! during the pandemic some are still able to contain their fellow man. my special place to sa imperyo tlaga.

how much is #duque's kickback with this chinese brand vaccine? during the pandemic some are still able to contain their fellow man. he really does have a special place.! "
1348461636965699584,2021-01-11 02:48:02+00:00,ang galing ng mga lgu no?! makati and pasig has secured vaccine for their residents. eh ung nat'l government? asan na? utang nanaman? tulog nanaman?,Quezon City,6,aren't lgus great?! makati and pasig have secured vaccine for their residents. how about the national government? where? debt again? still asleep?
1348413983510777856,2021-01-10 23:38:40+00:00," mayor  ano bang logical explanation at it looks like every lgu na ang gumagawa ng action despite have a vaccine czar. meron bang binibigay na budget ang national government mula sa mga inutang nito, to lgus to fund this vaccine procurement/agreements?",Quezon City,6,mayor what's the logical explanation for why it looks like every lgus are the ones taking action despite having a vaccine czar? does the national government provide a budget from its debts to fund this vaccine procurement or agreements?
1346422262354743296,2021-01-05 11:44:17+00:00,"   nako, yung sap nga na sabi daw lahat mabbigyan, wala naman kaming natanggap ni piso nakailang batch na, patago tago pa kami ng sac haha!baka ganiyan din ang kalakaran sa vaccine, any any lang.",Quezon City,6,"gee, they even said that everyone will be given the sap, we didn't even receive even just a peso despite the many batches of sap given, we even hid sac haha! maybe that's also how it's gonna be with the vaccine"
1346237003503845376,2021-01-04 23:28:08+00:00,"same tot tas may nga mukha na ng mga senador, mayor, etc yung vaccine. 🥴🥴🥴🥴",Quezon City,6,"same thought then the vaccines will have the faces of the senators, mayors, etcetera. 🥴🥴🥴🥴"
1346054009245691904,2021-01-04 11:20:58+00:00,ganu po ba? balit po ang reno need ng bfad approval? ang vaccine po hindi?#justasking #bfadapproval,Quezon City,6,is that so? then why does the reno need the bfad approval while the vaccine does not? #justasking #bfadapproval
1345924115354451968,2021-01-04 02:44:49+00:00,lakas ng makati.. laki ng budget for the vaccine.,Quezon City,6,makati is so great.. they have a big budget for the vaccine.
1345919456950685696,2021-01-04 02:26:19+00:00,hahaha pag may vaccine na? haha,Quezon City,6,hahaha when there's already a vaccine? haha
1344133214655287296,2020-12-30 04:08:25+00:00,"granted  smuggled, db dapat pa fda muna yun vaccine med kung safe or hindi before  nila gamiting sa mga afp / psg? dapat ensure din nila yun safety ng paggamit nito. #justsaying",Quezon City,6,"granted that it's smuggled, isn't the vaccine supposed to be checked by fda to see if it's safe or not before they used it for the afp or psg? they must also ensure the safety of its use. #justsaying"
1343049367414927360,2020-12-27 04:21:36+00:00,asshole talaga itong dds lord. nakakita na naman ng butas para bigyang dahilan ang pagbili ng sinovac vaccines. alam naman nyang di kakagat ang us sa blackmail nya. sa isang banda ok din yan para mabilis ang pag aresto sa kanya ng icc.,Quezon City,12,"this dds lord is really an asshole. found another hole to justify the purchase of sinovac vaccines. he knew we weren't bitten by his blackmail. on the one hand, it's also ok for the icc to arrest him quickly."
1338516506318000128,2020-12-14 16:09:38+00:00,penge na rin vaccine putangina pls,Quezon City,2,fuck let me have the vaccine too please
1369638258829750272,2021-03-10 13:16:22+00:00,"happy anib mga kalockdwon!so, ang regalo sa atin for this anniv ay...tadah!!! lockdown pa din!wala pa din mass testing, holistic ayuda, at maayos na sistema ng vaccination.",Quezon City,12,"happy anniversary people who are in lockdown! so, the gift to us for this anniversary is ... tadah !!! still lockdown! there is still no mass testing, holistic aid, and proper vaccination system."
1369106213103755264,2021-03-09 02:02:12+00:00,' bongga ng flow ng vaccination sa phc! ❤️ hihi!,Quezon City,12,the vaccination flow in phc is so fancy! ❤️ hihi!
1366361337220136960,2021-03-01 12:15:03+00:00,first *legal vaccination nga raw ika ng rappler hahaha,Quezon City,12,rappler even said that it's the first *legal vaccination hahaha
1368905309788332032,2021-03-08 12:43:53+00:00,nde pa natuturukan yan ng sinovac ha 😂😂😂😂😂,Quezon City,6,he's still not even vaccinated with sinovac in that case 😂😂😂😂😂
1366396759405064192,2021-03-01 14:35:48+00:00,hug hug nalang kapag manginig sa sinovac at astrazeneca.,Quezon City,12,let's just hug when we tremble after getting sinovac and astrazenica
1366156866724659200,2021-02-28 22:42:33+00:00,pota bidang bida ni mang kanor ang sinovac ayaw naman paturok! isa pa roh si duque ipapauna ang frontliners pero syabayaw din! taena ninyo good for the frontliners bad for you???,Quezon City,6,"fuck suddenly mang kanor is putting sinovac in a pedestal but he doesn't even want to be vaccinated with it! duque's another shit, he wants the frontliners to be vaccinated first but he himself doesn't want to get vaccinated yet! fuck you it's good for the frontliners but bad for you???"
1365294288255344640,2021-02-26 13:34:58+00:00,umay sa sinovac ahh,Quezon City,6,i'm getting sick of this sinovac ahh
1359128783081545728,2021-02-09 13:15:27+00:00,deserve natin yan lahat pwere lang sa mga dds 🤮 dun kayo sa sinovac nio!,Quezon City,6,we deserve all of that except for the dds 🤮 they should go have their sinovac!
1369720948107087872,2021-03-10 18:44:56+00:00,pota nang kakarate pala yung astrazeneca tumba lahat ng tao dito sa lab.,Quezon City,6,"fuck astrazeneca knows how to do karate, all of the people here in the lab have fallen"
1365977214378860544,2021-02-28 10:48:41+00:00,so apparently delayed na naman daw dating ng astrazeneca shots wew sinisi na naman sa global demand sa supply tanginang yan,Quezon City,6,so apparently the arrival of astrazeneca shots is delayed wew they even blame it on the global demand and supply fuck that
1365999677712179200,2021-02-28 12:17:56+00:00,"heka lang ha, yang vaccines na dumating donated yan. nasan na ung inutang mo pambili ng vaccine? bumili ka ba talaga? o pinagawa nyo ng tarpaulin? 😂 chareeeng.",Quezon City,8,"wait, the vaccines that came were donated. where did you owe to buy the vaccine? did you really buy or did you make a tarpaulin? 😂 chareeeng."
1339857450711699456,2020-12-18 08:58:04+00:00,chinese vaccine daw kasi priority 😂 char hahahahaha,Quezon City,8,they said the chinese vaccine is the priority char hahahaha
1339567176257163264,2020-12-17 13:44:37+00:00,tangina kasing vaccine yan di inasakaso papers eh 😏😒 sana by 1st quarter of the year more more ganap na ulit 😒😏🥺,Quezon City,8,fuck that vaccine they didn't prepare the required papers 😏😒 i hope by first quarter of the year things will get normal again
1351518635190177792,2021-01-19 13:15:27+00:00,"nice segue ‘tong admin na ‘to, ayaw lang kasi mapag-usapan kung sino kikita sa overpriced sinovac na ‘yan so ayan hanap ng new topic amp",Quezon City,8,"this admin made a nice segue, they don't want there to be a discussion on who's gonna get a kickback on overpriced sinovac so they looked for a new topic fuck"
1349914645616762880,2021-01-15 03:01:46+00:00," basta sinovac ah, no cheating!",Quezon City,8,"only use sinovac, no cheating!"
1355069685058834432,2021-01-29 08:26:03+00:00,flex ko lang💪💪💪 proud astrazeneca medical sales rep/specialist for almost 12yrs. nilinis ko muna awards ko nung araw inaalikabok na🤣😂,Quezon City,8,i just want to flex 💪💪💪 proud astrazeneca medical sales representative / specialist for almost 12 years. i just cleaned my awards back then because they're so dusty 🤣😂
